city,year,total_investment_amount_rmb_m,total_investment_count,early_investment_amount_rmb_m,early_investment_count,early_investment_amount_share,early_investment_count_share
宝鸡市,2020,10.0,1,10.0,1,1.0,1.0
宝鸡市,2021,,1,0.0,0,,0.0
宝鸡市,2022,,3,,2,,0.666667
宝鸡市,2023,10.0,1,0.0,0,0.0,0.0
宝鸡市,2024,20.1,1,0.0,0,0.0,0.0
宣城市,2015,0.0,0,0.0,0,,
宣城市,2016,,1,,1,,1.0
宣城市,2017,0.0,0,0.0,0,,
宣城市,2018,109.8,4,20.0,1,0.182149,0.25
宣城市,2019,0.0,0,0.0,0,,
宣城市,2020,0.0,0,0.0,0,,
宣城市,2021,0.0,0,0.0,0,,
宣城市,2022,,1,0.0,0,,0.0
宣城市,2023,20.0,1,0.0,0,0.0,0.0
宣城市,2024,110.16,3,0.0,0,0.0,0.0
宿州市,2015,0.0,0,0.0,0,,
宿州市,2016,0.0,0,0.0,0,,
宿州市,2017,0.0,0,0.0,0,,
宿州市,2018,0.0,0,0.0,0,,
宿州市,2019,0.0,0,0.0,0,,
宿州市,2020,0.0,0,0.0,0,,
宿州市,2021,,1,0.0,0,,0.0
宿州市,2022,0.0,0,0.0,0,,
宿州市,2023,51.0,3,11.0,2,,0.666667
宿州市,2024,57.5,3,35.0,2,0.608696,0.666667
宿迁市,2015,0.0,0,0.0,0,,
宿迁市,2016,,1,,1,,1.0
宿迁市,2017,0.0,0,0.0,0,,
宿迁市,2018,0.0,0,0.0,0,,
宿迁市,2019,,4,,3,,0.75
宿迁市,2020,34.54,10,,3,,0.3
宿迁市,2021,70.0,12,,4,,0.333333
宿迁市,2022,47.0,10,,1,,0.1
宿迁市,2023,,3,,1,,0.333333
宿迁市,2024,80.0,1,80.0,1,1.0,1.0
巴中市,2015,0.0,0,0.0,0,,
巴中市,2016,0.0,0,0.0,0,,
巴中市,2017,0.0,0,0.0,0,,
巴中市,2018,,1,,1,,1.0
巴中市,2019,10.0,4,,3,,0.75
巴中市,2020,,1,0.0,0,,0.0
巴中市,2021,0.0,0,0.0,0,,
巴中市,2022,0.0,0,0.0,0,,
巴中市,2023,0.0,0,0.0,0,,
巴中市,2024,0.0,0,0.0,0,,
巴音郭楞蒙古自治州,2015,0.0,0,0.0,0,,
巴音郭楞蒙古自治州,2016,0.0,0,0.0,0,,
巴音郭楞蒙古自治州,2017,0.0,0,0.0,0,,
巴音郭楞蒙古自治州,2018,0.0,0,0.0,0,,
巴音郭楞蒙古自治州,2019,0.0,0,0.0,0,,
巴音郭楞蒙古自治州,2020,0.0,0,0.0,0,,
巴音郭楞蒙古自治州,2021,0.0,0,0.0,0,,
巴音郭楞蒙古自治州,2022,0.0,0,0.0,0,,
巴音郭楞蒙古自治州,2023,30.0,1,0.0,0,0.0,0.0
巴音郭楞蒙古自治州,2024,,1,,1,,1.0
常州市,2015,27.0,5,2.0,1,0.074074,0.2
常州市,2016,36.02,5,,1,,0.2
常州市,2017,141.87,9,35.0,5,,0.555556
常州市,2018,236.79,17,2.13,7,,0.411765
常州市,2019,366.0,9,150.0,1,,0.111111
常州市,2020,101.27,14,50.0,4,,0.285714
常州市,2021,57.61,15,,5,,0.333333
常州市,2022,166.13,38,11.1,22,,0.578947
常州市,2023,90.65,20,34.5,9,,0.45
常州市,2024,733.57,35,279.16,13,,0.371429
常德市,2015,0.0,0,0.0,0,,
常德市,2016,0.0,0,0.0,0,,
常德市,2017,19.98,1,0.0,0,0.0,0.0
常德市,2018,,3,,2,,0.666667
常德市,2019,10.0,5,,3,,0.6
常德市,2020,48.33,7,18.33,3,,0.428571
常德市,2021,444.76,14,,1,,0.071429
常德市,2022,193.63,10,,2,,0.2
常德市,2023,30.0,7,5.0,1,,0.142857
常德市,2024,33.62,1,0.0,0,0.0,0.0
广安市,2015,0.0,0,0.0,0,,
广安市,2016,0.0,0,0.0,0,,
广安市,2017,0.0,0,0.0,0,,
广安市,2018,0.0,0,0.0,0,,
广安市,2019,0.0,0,0.0,0,,
广安市,2020,0.0,0,0.0,0,,
广安市,2021,0.0,0,0.0,0,,
广安市,2022,,1,0.0,0,,0.0
广安市,2023,0.0,0,0.0,0,,
广安市,2024,0.0,0,0.0,0,,
广州市,2015,44.3,7,,1,,0.142857
广州市,2016,15.22,4,0.22,2,,0.5
广州市,2017,1455.03,9,,1,,0.111111
广州市,2018,2489.5,18,774.0,6,,0.333333
广州市,2019,3295.64,31,147.43,7,,0.225806
广州市,2020,2955.98,56,523.09,17,,0.303571
广州市,2021,2479.82,101,529.44,25,,0.247525
广州市,2022,2088.06,110,115.71,20,,0.181818
广州市,2023,3103.02,52,1008.47,14,,0.269231
广州市,2024,2780.09,60,479.88,19,,0.316667
廊坊市,2015,0.0,0,0.0,0,,
廊坊市,2016,0.0,0,0.0,0,,
廊坊市,2017,0.0,0,0.0,0,,
廊坊市,2018,0.0,0,0.0,0,,
廊坊市,2019,0.0,0,0.0,0,,
廊坊市,2020,0.0,0,0.0,0,,
廊坊市,2021,0.0,0,0.0,0,,
廊坊市,2022,37.5,2,0.0,0,,0.0
廊坊市,2023,,1,,1,,1.0
廊坊市,2024,0.0,0,0.0,0,,
开封市,2015,0.0,0,0.0,0,,
开封市,2016,0.0,0,0.0,0,,
开封市,2017,0.0,0,0.0,0,,
开封市,2018,0.0,0,0.0,0,,
开封市,2019,0.0,0,0.0,0,,
开封市,2020,,1,,1,,1.0
开封市,2021,,2,,2,,1.0
开封市,2022,,1,0.0,0,,0.0
开封市,2023,0.0,0,0.0,0,,
开封市,2024,0.0,0,0.0,0,,
张家口市,2015,0.0,0,0.0,0,,
张家口市,2016,0.0,0,0.0,0,,
张家口市,2017,0.0,0,0.0,0,,
张家口市,2018,0.0,0,0.0,0,,
张家口市,2019,0.0,0,0.0,0,,
张家口市,2020,0.0,0,0.0,0,,
张家口市,2021,0.0,0,0.0,0,,
张家口市,2022,,1,,1,,1.0
张家口市,2023,0.0,0,0.0,0,,
张家口市,2024,0.0,0,0.0,0,,
张掖市,2015,0.0,0,0.0,0,,
张掖市,2016,0.0,0,0.0,0,,
张掖市,2017,,8,,2,,0.25
张掖市,2018,,1,0.0,0,,0.0
张掖市,2019,0.0,0,0.0,0,,
张掖市,2020,0.0,0,0.0,0,,
张掖市,2021,0.0,0,0.0,0,,
张掖市,2022,0.0,0,0.0,0,,
张掖市,2023,0.0,0,0.0,0,,
张掖市,2024,0.0,0,0.0,0,,
徐州市,2015,0.0,0,0.0,0,,
徐州市,2016,0.0,0,0.0,0,,
徐州市,2017,0.0,0,0.0,0,,
徐州市,2018,0.0,0,0.0,0,,
徐州市,2019,,2,,2,,1.0
徐州市,2020,75.0,2,40.0,1,0.533333,0.5
徐州市,2021,135.8,13,10.0,5,,0.384615
徐州市,2022,163.13,15,38.13,4,,0.266667
徐州市,2023,147.31,10,115.11,5,,0.5
徐州市,2024,1042.36,4,0.0,0,0.0,0.0
德州市,2015,0.0,0,0.0,0,,
德州市,2016,0.0,0,0.0,0,,
德州市,2017,0.0,0,0.0,0,,
德州市,2018,,2,,2,,1.0
德州市,2019,,1,0.0,0,,0.0
德州市,2020,0.0,0,0.0,0,,
德州市,2021,0.0,0,0.0,0,,
德州市,2022,0.0,0,0.0,0,,
德州市,2023,,1,0.0,0,,0.0
德州市,2024,0.0,0,0.0,0,,
德阳市,2015,,1,,1,,1.0
德阳市,2016,,2,,1,,0.5
德阳市,2017,6.0,5,,2,,0.4
德阳市,2018,41.0,2,0.0,0,0.0,0.0
德阳市,2019,0.0,0,0.0,0,,
德阳市,2020,0.0,0,0.0,0,,
德阳市,2021,150.0,1,0.0,0,0.0,0.0
德阳市,2022,0.0,0,0.0,0,,
德阳市,2023,0.0,0,0.0,0,,
德阳市,2024,0.0,0,0.0,0,,
忻州市,2015,0.0,0,0.0,0,,
忻州市,2016,0.0,0,0.0,0,,
忻州市,2017,0.0,0,0.0,0,,
忻州市,2018,0.0,0,0.0,0,,
忻州市,2019,0.0,0,0.0,0,,
忻州市,2020,,1,,1,,1.0
忻州市,2021,0.0,0,0.0,0,,
忻州市,2022,0.0,0,0.0,0,,
忻州市,2023,0.0,0,0.0,0,,
忻州市,2024,0.0,0,0.0,0,,
怀化市,2015,0.0,0,0.0,0,,
怀化市,2016,0.0,0,0.0,0,,
怀化市,2017,0.0,0,0.0,0,,
怀化市,2018,0.0,0,0.0,0,,
怀化市,2019,0.0,0,0.0,0,,
怀化市,2020,,1,,1,,1.0
怀化市,2021,15.0,1,0.0,0,0.0,0.0
怀化市,2022,0.0,0,0.0,0,,
怀化市,2023,0.0,0,0.0,0,,
怀化市,2024,0.0,0,0.0,0,,
惠州市,2015,0.0,0,0.0,0,,
惠州市,2016,0.0,0,0.0,0,,
惠州市,2017,,1,,1,,1.0
惠州市,2018,0.0,0,0.0,0,,
惠州市,2019,,2,,2,,1.0
惠州市,2020,15.0,2,15.0,2,1.0,1.0
惠州市,2021,21.0,3,1.0,1,0.047619,0.333333
惠州市,2022,,1,,1,,1.0
惠州市,2023,,1,,1,,1.0
惠州市,2024,0.0,0,0.0,0,,
成都市,2015,,3,,3,,1.0
成都市,2016,330.0,3,,1,,0.333333
成都市,2017,1039.3,29,10.3,9,,0.310345
成都市,2018,3119.0,42,262.6,20,,0.47619
成都市,2019,539.79,56,170.17,28,,0.5
成都市,2020,802.03,73,187.13,21,,0.287671
成都市,2021,4597.63,85,89.15,29,,0.341176
成都市,2022,890.77,59,80.77,15,,0.254237
成都市,2023,1491.63,54,384.47,21,,0.388889
成都市,2024,5846.08,60,1676.22,31,,0.516667
扬州市,2015,,1,,1,,1.0
扬州市,2016,0.0,0,0.0,0,,
扬州市,2017,4.91,1,0.0,0,0.0,0.0
扬州市,2018,90.0,4,30.0,2,,0.5
扬州市,2019,1433.64,6,150.0,1,0.104629,0.166667
扬州市,2020,215.0,11,0.0,0,,0.0
扬州市,2021,150.5,17,3.5,6,,0.352941
扬州市,2022,7.0,10,2.0,7,,0.7
扬州市,2023,70.75,6,1.46,2,,0.333333
扬州市,2024,11.83,2,11.83,2,,1.0
抚州市,2015,0.0,0,0.0,0,,
抚州市,2016,0.0,0,0.0,0,,
抚州市,2017,0.0,0,0.0,0,,
抚州市,2018,0.0,0,0.0,0,,
抚州市,2019,0.0,0,0.0,0,,
抚州市,2020,0.0,0,0.0,0,,
抚州市,2021,0.0,0,0.0,0,,
抚州市,2022,49.86,1,0.0,0,0.0,0.0
抚州市,2023,0.0,0,0.0,0,,
抚州市,2024,0.0,0,0.0,0,,
拉萨市,2015,0.0,0,0.0,0,,
拉萨市,2016,0.0,0,0.0,0,,
拉萨市,2017,50.0,3,50.0,3,,1.0
拉萨市,2018,,1,0.0,0,,0.0
拉萨市,2019,80.0,1,0.0,0,0.0,0.0
拉萨市,2020,208.86,8,30.0,2,,0.25
拉萨市,2021,,3,,1,,0.333333
拉萨市,2022,,2,0.0,0,,0.0
拉萨市,2023,90.77,3,0.0,0,,0.0
拉萨市,2024,215.51,4,180.51,3,0.837595,0.75
攀枝花市,2015,0.0,0,0.0,0,,
攀枝花市,2016,0.0,0,0.0,0,,
攀枝花市,2017,0.0,0,0.0,0,,
攀枝花市,2018,,1,,1,,1.0
攀枝花市,2019,0.0,0,0.0,0,,
攀枝花市,2020,0.0,0,0.0,0,,
攀枝花市,2021,,2,,2,,1.0
攀枝花市,2022,0.0,0,0.0,0,,
攀枝花市,2023,0.0,0,0.0,0,,
攀枝花市,2024,0.0,0,0.0,0,,
文昌市,2015,0.0,0,0.0,0,,
文昌市,2016,0.0,0,0.0,0,,
文昌市,2017,0.0,0,0.0,0,,
文昌市,2018,0.0,0,0.0,0,,
文昌市,2019,0.0,0,0.0,0,,
文昌市,2020,0.0,0,0.0,0,,
文昌市,2021,0.0,0,0.0,0,,
文昌市,2022,0.0,0,0.0,0,,
文昌市,2023,0.0,0,0.0,0,,
文昌市,2024,,1,0.0,0,,0.0
新乡市,2015,,1,,1,,1.0
新乡市,2016,,3,,3,,1.0
新乡市,2017,,2,,2,,1.0
新乡市,2018,,1,,1,,1.0
新乡市,2019,150.0,3,0.0,0,0.0,0.0
新乡市,2020,135.0,4,0.0,0,,0.0
新乡市,2021,57.99,7,10.0,3,,0.428571
新乡市,2022,8.4,2,0.0,0,,0.0
新乡市,2023,,1,,1,,1.0
新乡市,2024,0.0,0,0.0,0,,
新余市,2015,0.0,0,0.0,0,,
新余市,2016,0.0,0,0.0,0,,
新余市,2017,0.0,0,0.0,0,,
新余市,2018,35.0,1,0.0,0,0.0,0.0
新余市,2019,35.0,2,0.0,0,0.0,0.0
新余市,2020,55.0,4,,2,,0.5
新余市,2021,46.67,1,0.0,0,0.0,0.0
新余市,2022,0.98,2,,1,,0.5
新余市,2023,0.0,0,0.0,0,,
新余市,2024,0.0,0,0.0,0,,
无锡市,2015,,1,0.0,0,,0.0
无锡市,2016,0.0,0,0.0,0,,
无锡市,2017,24.0,6,,2,,0.333333
无锡市,2018,85.75,12,,1,,0.083333
无锡市,2019,410.06,19,7.8,6,,0.315789
无锡市,2020,437.65,26,150.0,5,,0.192308
无锡市,2021,902.13,34,335.65,11,,0.323529
无锡市,2022,5338.24,66,205.0,17,,0.257576
无锡市,2023,10104.23,77,1821.96,31,,0.402597
无锡市,2024,3205.19,80,608.07,47,,0.5875
昆明市,2015,0.0,0,0.0,0,,
昆明市,2016,,3,,1,,0.333333
昆明市,2017,9.66,4,5.25,2,,0.5
昆明市,2018,29.96,2,0.0,0,,0.0
昆明市,2019,5513.67,5,,1,,0.2
昆明市,2020,38.72,6,32.72,3,,0.5
昆明市,2021,5.0,4,0.0,0,,0.0
昆明市,2022,,5,,2,,0.4
昆明市,2023,0.0,0,0.0,0,,
昆明市,2024,50.12,1,0.0,0,0.0,0.0
晋城市,2015,0.0,0,0.0,0,,
晋城市,2016,12.86,2,0.0,0,,0.0
晋城市,2017,0.0,0,0.0,0,,
晋城市,2018,,2,,1,,0.5
晋城市,2019,,1,,1,,1.0
晋城市,2020,,1,,1,,1.0
晋城市,2021,,6,,5,,0.833333
晋城市,2022,,2,,2,,1.0
晋城市,2023,0.0,0,0.0,0,,
晋城市,2024,0.0,0,0.0,0,,
曲靖市,2015,0.0,0,0.0,0,,
曲靖市,2016,0.0,0,0.0,0,,
曲靖市,2017,0.0,0,0.0,0,,
曲靖市,2018,0.0,0,0.0,0,,
曲靖市,2019,0.0,0,0.0,0,,
曲靖市,2020,0.0,0,0.0,0,,
曲靖市,2021,0.0,0,0.0,0,,
曲靖市,2022,0.0,0,0.0,0,,
曲靖市,2023,9.21,2,,1,,0.5
曲靖市,2024,0.0,0,0.0,0,,
杭州市,2015,90.85,13,,3,,0.230769
杭州市,2016,1764.1,28,60.27,11,,0.392857
杭州市,2017,996.87,60,297.18,33,,0.55
杭州市,2018,1567.76,80,396.61,43,,0.5375
杭州市,2019,1380.04,93,230.12,42,,0.451613
杭州市,2020,2116.66,136,903.19,38,,0.279412
杭州市,2021,3419.26,220,380.79,81,,0.368182
杭州市,2022,1879.17,154,174.44,57,,0.37013
杭州市,2023,2214.93,107,726.52,44,,0.411215
杭州市,2024,3067.42,109,1017.32,48,,0.440367
枣庄市,2015,0.0,0,0.0,0,,
枣庄市,2016,0.0,0,0.0,0,,
枣庄市,2017,0.0,0,0.0,0,,
枣庄市,2018,0.0,0,0.0,0,,
枣庄市,2019,12.5,2,5.0,1,0.4,0.5
枣庄市,2020,227.0,1,0.0,0,0.0,0.0
枣庄市,2021,30.0,1,0.0,0,0.0,0.0
枣庄市,2022,,1,0.0,0,,0.0
枣庄市,2023,0.0,0,0.0,0,,
枣庄市,2024,0.0,0,0.0,0,,
柳州市,2015,0.0,0,0.0,0,,
柳州市,2016,0.0,0,0.0,0,,
柳州市,2017,0.0,0,0.0,0,,
柳州市,2018,0.0,0,0.0,0,,
柳州市,2019,15.03,2,0.0,0,0.0,0.0
柳州市,2020,54.42,5,2.42,1,,0.2
柳州市,2021,307.14,11,41.47,5,,0.454545
柳州市,2022,,3,,1,,0.333333
柳州市,2023,384.43,4,236.43,3,0.615014,0.75
柳州市,2024,500.0,1,0.0,0,0.0,0.0
株洲市,2015,0.0,0,0.0,0,,
株洲市,2016,0.0,0,0.0,0,,
株洲市,2017,0.0,0,0.0,0,,
株洲市,2018,0.0,0,0.0,0,,
株洲市,2019,0.0,0,0.0,0,,
株洲市,2020,,2,0.0,0,,0.0
株洲市,2021,720.0,2,700.0,1,0.972222,0.5
株洲市,2022,30.0,8,,1,,0.125
株洲市,2023,152.04,10,,3,,0.3
株洲市,2024,30.0,2,,1,,0.5
桂林市,2015,0.0,0,0.0,0,,
桂林市,2016,0.0,0,0.0,0,,
桂林市,2017,0.0,0,0.0,0,,
桂林市,2018,0.0,0,0.0,0,,
桂林市,2019,0.0,0,0.0,0,,
桂林市,2020,0.0,0,0.0,0,,
桂林市,2021,0.0,0,0.0,0,,
桂林市,2022,10.0,1,10.0,1,1.0,1.0
桂林市,2023,0.0,0,0.0,0,,
桂林市,2024,0.0,0,0.0,0,,
榆林市,2015,0.0,0,0.0,0,,
榆林市,2016,0.0,0,0.0,0,,
榆林市,2017,,1,0.0,0,,0.0
榆林市,2018,0.0,0,0.0,0,,
榆林市,2019,,1,0.0,0,,0.0
榆林市,2020,4.0,3,,2,,0.666667
榆林市,2021,55.32,8,,1,,0.125
榆林市,2022,,2,,2,,1.0
榆林市,2023,120.0,5,0.0,0,,0.0
榆林市,2024,100.0,2,0.0,0,0.0,0.0
武威市,2015,,5,,1,,0.2
武威市,2016,18.0,2,0.0,0,,0.0
武威市,2017,,2,,1,,0.5
武威市,2018,0.0,0,0.0,0,,
武威市,2019,0.0,0,0.0,0,,
武威市,2020,0.0,0,0.0,0,,
武威市,2021,0.0,0,0.0,0,,
武威市,2022,0.0,0,0.0,0,,
武威市,2023,0.0,0,0.0,0,,
武威市,2024,0.0,0,0.0,0,,
武汉市,2015,210.09,35,9.7,11,,0.314286
武汉市,2016,204.75,62,36.0,44,,0.709677
武汉市,2017,941.28,99,246.41,67,,0.676768
武汉市,2018,1063.59,81,153.14,39,,0.481481
武汉市,2019,2071.42,81,195.31,25,,0.308642
武汉市,2020,7481.13,120,136.82,25,,0.208333
武汉市,2021,3309.02,123,458.04,43,,0.349593
武汉市,2022,1063.51,71,539.6,28,,0.394366
武汉市,2023,1118.09,28,0.0,0,,0.0
武汉市,2024,3868.24,45,2033.2,14,,0.311111
汕头市,2015,0.0,0,0.0,0,,
汕头市,2016,0.0,0,0.0,0,,
汕头市,2017,0.0,0,0.0,0,,
汕头市,2018,150.0,1,0.0,0,0.0,0.0
汕头市,2019,328.0,3,0.0,0,0.0,0.0
汕头市,2020,127.45,3,0.0,0,0.0,0.0
汕头市,2021,0.0,0,0.0,0,,
汕头市,2022,,3,0.0,0,,0.0
汕头市,2023,0.0,0,0.0,0,,
汕头市,2024,0.0,0,0.0,0,,
汕尾市,2015,0.0,0,0.0,0,,
汕尾市,2016,0.0,0,0.0,0,,
汕尾市,2017,0.0,0,0.0,0,,
汕尾市,2018,0.0,0,0.0,0,,
汕尾市,2019,0.0,0,0.0,0,,
汕尾市,2020,0.0,0,0.0,0,,
汕尾市,2021,0.0,0,0.0,0,,
汕尾市,2022,0.0,0,0.0,0,,
汕尾市,2023,0.0,0,0.0,0,,
汕尾市,2024,25.0,1,0.0,0,0.0,0.0
江门市,2015,0.0,0,0.0,0,,
江门市,2016,20.0,1,0.0,0,0.0,0.0
江门市,2017,32.5,3,17.5,2,,0.666667
江门市,2018,20.15,2,,1,,0.5
江门市,2019,5.5,7,3.5,6,,0.857143
江门市,2020,2.0,1,0.0,0,0.0,0.0
江门市,2021,3.85,3,,2,,0.666667
江门市,2022,191.44,1,0.0,0,0.0,0.0
江门市,2023,0.0,0,0.0,0,,
江门市,2024,0.0,0,0.0,0,,
池州市,2015,0.0,0,0.0,0,,
池州市,2016,0.0,0,0.0,0,,
池州市,2017,0.0,0,0.0,0,,
池州市,2018,0.0,0,0.0,0,,
池州市,2019,29.98,1,0.0,0,0.0,0.0
池州市,2020,87.02,7,,1,,0.142857
池州市,2021,40.0,8,,2,,0.25
池州市,2022,50.0,4,30.0,2,,0.5
池州市,2023,10.0,2,0.0,0,,0.0
池州市,2024,30.0,2,0.0,0,,0.0
沈阳市,2015,0.0,0,0.0,0,,
沈阳市,2016,10.0,1,0.0,0,0.0,0.0
沈阳市,2017,,1,,1,,1.0
沈阳市,2018,22.5,3,2.5,2,,0.666667
沈阳市,2019,5.92,1,0.0,0,0.0,0.0
沈阳市,2020,119.35,10,0.0,0,,0.0
沈阳市,2021,,4,,1,,0.25
沈阳市,2022,15.0,5,0.0,0,,0.0
沈阳市,2023,56.0,2,0.0,0,,0.0
沈阳市,2024,101.6,4,9.3,2,,0.5
沧州市,2015,0.0,0,0.0,0,,
沧州市,2016,,1,,1,,1.0
沧州市,2017,0.0,0,0.0,0,,
沧州市,2018,0.0,0,0.0,0,,
沧州市,2019,0.0,0,0.0,0,,
沧州市,2020,,1,,1,,1.0
沧州市,2021,,1,,1,,1.0
沧州市,2022,0.0,0,0.0,0,,
沧州市,2023,0.0,0,0.0,0,,
沧州市,2024,0.0,0,0.0,0,,
河源市,2015,0.0,0,0.0,0,,
河源市,2016,0.0,0,0.0,0,,
河源市,2017,0.0,0,0.0,0,,
河源市,2018,0.0,0,0.0,0,,
河源市,2019,0.0,0,0.0,0,,
河源市,2020,,1,0.0,0,,0.0
河源市,2021,0.0,0,0.0,0,,
河源市,2022,,1,,1,,1.0
河源市,2023,,1,,1,,1.0
河源市,2024,,1,0.0,0,,0.0
泉州市,2015,,1,,1,,1.0
泉州市,2016,12.0,1,0.0,0,0.0,0.0
泉州市,2017,10.0,3,,1,,0.333333
泉州市,2018,119.15,5,0.0,0,0.0,0.0
泉州市,2019,400.73,3,,1,,0.333333
泉州市,2020,50.0,7,,2,,0.285714
泉州市,2021,54.98,12,,5,,0.416667
泉州市,2022,60.42,15,10.91,3,,0.2
泉州市,2023,193.6,10,42.31,3,,0.3
泉州市,2024,89.89,9,0.0,0,,0.0
泰安市,2015,0.0,0,0.0,0,,
泰安市,2016,0.0,0,0.0,0,,
泰安市,2017,0.0,0,0.0,0,,
泰安市,2018,0.0,0,0.0,0,,
泰安市,2019,0.0,0,0.0,0,,
泰安市,2020,0.0,0,0.0,0,,
泰安市,2021,,1,,1,,1.0
泰安市,2022,0.0,0,0.0,0,,
泰安市,2023,0.0,0,0.0,0,,
泰安市,2024,0.0,0,0.0,0,,
泰州市,2015,0.0,0,0.0,0,,
泰州市,2016,0.0,0,0.0,0,,
泰州市,2017,,1,0.0,0,,0.0
泰州市,2018,0.0,0,0.0,0,,
泰州市,2019,,2,,1,,0.5
泰州市,2020,211.2,13,0.0,0,,0.0
泰州市,2021,52.91,12,,1,,0.083333
泰州市,2022,118.33,13,58.33,4,,0.307692
泰州市,2023,63.86,7,5.0,1,,0.142857
泰州市,2024,72.47,6,10.0,2,,0.333333
泸州市,2015,0.0,0,0.0,0,,
泸州市,2016,0.0,0,0.0,0,,
泸州市,2017,0.0,0,0.0,0,,
泸州市,2018,10.0,1,0.0,0,0.0,0.0
泸州市,2019,0.0,0,0.0,0,,
泸州市,2020,9.0,1,0.0,0,0.0,0.0
泸州市,2021,0.0,0,0.0,0,,
泸州市,2022,0.0,0,0.0,0,,
泸州市,2023,0.0,0,0.0,0,,
泸州市,2024,0.0,0,0.0,0,,
洛阳市,2015,,1,0.0,0,,0.0
洛阳市,2016,,1,,1,,1.0
洛阳市,2017,0.0,0,0.0,0,,
洛阳市,2018,8.16,1,0.0,0,0.0,0.0
洛阳市,2019,0.0,0,0.0,0,,
洛阳市,2020,,1,0.0,0,,0.0
洛阳市,2021,599.24,9,295.0,3,,0.333333
洛阳市,2022,294.8,8,0.0,0,,0.0
洛阳市,2023,176.77,8,,1,,0.125
洛阳市,2024,43.84,4,10.0,1,0.228102,0.25
济南市,2015,0.0,0,0.0,0,,
济南市,2016,1.0,1,1.0,1,1.0,1.0
济南市,2017,46.13,5,0.0,0,,0.0
济南市,2018,358.81,6,0.0,0,0.0,0.0
济南市,2019,22.0,4,0.0,0,,0.0
济南市,2020,100.33,2,0.0,0,0.0,0.0
济南市,2021,7.0,2,7.0,1,,0.5
济南市,2022,0.0,0,0.0,0,,
济南市,2023,71.19,2,0.0,0,0.0,0.0
济南市,2024,39.5,3,0.0,0,0.0,0.0
济源市,2015,0.0,0,0.0,0,,
济源市,2016,0.0,0,0.0,0,,
济源市,2017,0.0,0,0.0,0,,
济源市,2018,0.0,0,0.0,0,,
济源市,2019,0.0,0,0.0,0,,
济源市,2020,0.0,0,0.0,0,,
济源市,2021,0.0,0,0.0,0,,
济源市,2022,0.0,0,0.0,0,,
济源市,2023,0.0,0,0.0,0,,
济源市,2024,10.0,1,0.0,0,0.0,0.0
海口市,2015,,2,,1,,0.5
海口市,2016,23.6,6,,1,,0.166667
海口市,2017,7.0,23,1.0,20,,0.869565
海口市,2018,20.0,21,,17,,0.809524
海口市,2019,55.0,4,,1,,0.25
海口市,2020,,6,,3,,0.5
海口市,2021,0.0,0,0.0,0,,
海口市,2022,556.76,6,0.0,0,,0.0
海口市,2023,680.0,8,200.0,2,,0.25
海口市,2024,465.81,11,110.61,4,,0.363636
海西蒙古族藏族自治州,2015,0.0,0,0.0,0,,
海西蒙古族藏族自治州,2016,0.0,0,0.0,0,,
海西蒙古族藏族自治州,2017,0.0,0,0.0,0,,
海西蒙古族藏族自治州,2018,,1,0.0,0,,0.0
海西蒙古族藏族自治州,2019,0.0,0,0.0,0,,
海西蒙古族藏族自治州,2020,0.0,0,0.0,0,,
海西蒙古族藏族自治州,2021,0.0,0,0.0,0,,
海西蒙古族藏族自治州,2022,,1,0.0,0,,0.0
海西蒙古族藏族自治州,2023,0.0,0,0.0,0,,
海西蒙古族藏族自治州,2024,0.0,0,0.0,0,,
淄博市,2015,0.0,0,0.0,0,,
淄博市,2016,0.0,0,0.0,0,,
淄博市,2017,0.0,0,0.0,0,,
淄博市,2018,0.0,0,0.0,0,,
淄博市,2019,,1,,1,,1.0
淄博市,2020,49.93,8,,4,,0.5
淄博市,2021,2251.0,19,0.0,0,,0.0
淄博市,2022,95.08,15,,1,,0.066667
淄博市,2023,2498.72,15,200.0,3,,0.2
淄博市,2024,3790.0,7,0.0,0,0.0,0.0
淮北市,2015,0.0,0,0.0,0,,
淮北市,2016,0.0,0,0.0,0,,
淮北市,2017,30.4,1,0.0,0,0.0,0.0
淮北市,2018,0.0,0,0.0,0,,
淮北市,2019,150.0,2,,1,,0.5
淮北市,2020,0.0,0,0.0,0,,
淮北市,2021,177.21,12,,3,,0.25
淮北市,2022,530.98,8,130.0,2,,0.25
淮北市,2023,15.0,2,15.0,2,,1.0
淮北市,2024,479.82,18,9.0,2,,0.111111
淮安市,2015,,1,,1,,1.0
淮安市,2016,,1,0.0,0,,0.0
淮安市,2017,0.0,0,0.0,0,,
淮安市,2018,0.0,0,0.0,0,,
淮安市,2019,40.0,3,0.0,0,,0.0
淮安市,2020,,1,0.0,0,,0.0
淮安市,2021,,2,0.0,0,,0.0
淮安市,2022,,1,0.0,0,,0.0
淮安市,2023,70.0,2,0.0,0,,0.0
淮安市,2024,78.0,3,30.0,1,0.384615,0.333333
深圳市,2015,1619.87,69,198.35,18,,0.26087
深圳市,2016,3098.97,84,339.12,25,,0.297619
深圳市,2017,16808.93,211,1233.65,56,,0.265403
深圳市,2018,9736.33,300,1005.52,101,,0.336667
深圳市,2019,11682.68,322,1074.07,106,,0.329193
深圳市,2020,14745.41,610,1030.5,157,,0.257377
深圳市,2021,13454.44,1009,1641.09,375,,0.371655
深圳市,2022,6190.26,587,1778.52,244,,0.415673
