city,year,fund_established_count,fund_established_scale_rmb_m,cumulative_fund_established_count,cumulative_fund_established_scale_rmb_m,rolling5_fund_established_count,rolling5_fund_established_scale_rmb_m
三亚市,2015,0,0.0,0,0.0,0,0.0
三亚市,2016,1,40000.0,1,40000.0,1,40000.0
三亚市,2017,0,0.0,1,40000.0,1,40000.0
三亚市,2018,0,0.0,1,40000.0,1,40000.0
三亚市,2019,0,0.0,1,40000.0,1,40000.0
三亚市,2020,0,0.0,1,40000.0,1,40000.0
三亚市,2021,2,700.0,3,40700.0,2,700.0
三亚市,2022,2,274.5,5,40974.5,4,974.5
三亚市,2023,2,1600.0,7,42574.5,6,2574.5
三亚市,2024,0,0.0,7,42574.5,6,2574.5
三亚市,2025,1,1000.0,8,43574.5,7,3574.5
三明市,2015,0,0.0,0,0.0,0,0.0
三明市,2016,1,500.0,1,500.0,1,500.0
三明市,2017,0,0.0,1,500.0,1,500.0
三明市,2018,2,600.0,3,1100.0,3,1100.0
三明市,2019,0,0.0,3,1100.0,3,1100.0
三明市,2020,0,0.0,3,1100.0,3,1100.0
三明市,2021,0,0.0,3,1100.0,2,600.0
三明市,2022,0,0.0,3,1100.0,2,600.0
三明市,2023,0,0.0,3,1100.0,0,0.0
三明市,2024,0,0.0,3,1100.0,0,0.0
三明市,2025,0,0.0,3,1100.0,0,0.0
三门峡市,2015,0,0.0,0,0.0,0,0.0
三门峡市,2016,0,0.0,0,0.0,0,0.0
三门峡市,2017,0,0.0,0,0.0,0,0.0
三门峡市,2018,1,10000.0,1,10000.0,1,10000.0
三门峡市,2019,5,883.5,6,10883.5,6,10883.5
三门峡市,2020,0,0.0,6,10883.5,6,10883.5
三门峡市,2021,0,0.0,6,10883.5,6,10883.5
三门峡市,2022,2,4120.0,8,15003.5,8,15003.5
三门峡市,2023,1,100.0,9,15103.5,8,5103.5
三门峡市,2024,2,200.0,11,15303.5,5,4420.0
三门峡市,2025,0,0.0,11,15303.5,5,4420.0
上海市,2015,34,67199.2725,34,67199.2725,34,67199.2725
上海市,2016,59,354765.3734,93,421964.6459,93,421964.6459
上海市,2017,28,24306.2987,121,446270.9446,121,446270.9446
上海市,2018,36,96925.4738,157,543196.4184,157,543196.4184
上海市,2019,27,130698.34,184,673894.7584,184,673894.7584
上海市,2020,31,143854.7683,215,817749.5267,181,750550.2542
上海市,2021,32,199857.7923,247,1017607.319,154,595642.6731
上海市,2022,34,202476.8784,281,1220084.1974,160,773813.2528
上海市,2023,22,35747.44,303,1255831.6374,146,712635.219
上海市,2024,13,21522.31,316,1277353.9474,132,603459.189
上海市,2025,6,90523.0,322,1367876.9474,107,550127.4207
上饶市,2015,0,0.0,0,0.0,0,0.0
上饶市,2016,0,0.0,0,0.0,0,0.0
上饶市,2017,3,1400.1,3,1400.1,3,1400.1
上饶市,2018,1,4000.2,4,5400.3,4,5400.3
上饶市,2019,6,3021.02,10,8421.32,10,8421.32
上饶市,2020,2,472.0,12,8893.32,12,8893.32
上饶市,2021,1,3000.0,13,11893.32,13,11893.32
上饶市,2022,1,500.0,14,12393.32,11,10993.22
上饶市,2023,0,0.0,14,12393.32,10,6993.02
上饶市,2024,1,1015.0,15,13408.32,5,4987.0
上饶市,2025,0,0.0,15,13408.32,3,4515.0
东莞市,2015,1,200.0,1,200.0,1,200.0
东莞市,2016,0,0.0,1,200.0,1,200.0
东莞市,2017,2,1500.0,3,1700.0,3,1700.0
东莞市,2018,8,6333.0,11,8033.0,11,8033.0
东莞市,2019,4,7425.0,15,15458.0,15,15458.0
东莞市,2020,3,1400.0,18,16858.0,17,16658.0
东莞市,2021,2,10500.0,20,27358.0,19,27158.0
东莞市,2022,8,4240.8,28,31598.8,25,29898.8
东莞市,2023,3,1532.5,31,33131.3,20,25098.3
东莞市,2024,3,2302.0,34,35433.3,19,19975.3
东莞市,2025,1,1000.0,35,36433.3,17,19575.3
东营市,2015,1,1000.0,1,1000.0,1,1000.0
东营市,2016,0,0.0,1,1000.0,1,1000.0
东营市,2017,0,0.0,1,1000.0,1,1000.0
东营市,2018,2,52000.0,3,53000.0,3,53000.0
东营市,2019,0,0.0,3,53000.0,3,53000.0
东营市,2020,0,0.0,3,53000.0,2,52000.0
东营市,2021,0,0.0,3,53000.0,2,52000.0
东营市,2022,0,0.0,3,53000.0,2,52000.0
东营市,2023,1,200.0,4,53200.0,1,200.0
东营市,2024,0,0.0,4,53200.0,1,200.0
东营市,2025,1,1000.0,5,54200.0,2,1200.0
中卫市,2015,1,165.0,1,165.0,1,165.0
中卫市,2016,0,0.0,1,165.0,1,165.0
中卫市,2017,0,0.0,1,165.0,1,165.0
中卫市,2018,0,0.0,1,165.0,1,165.0
中卫市,2019,0,0.0,1,165.0,1,165.0
中卫市,2020,0,0.0,1,165.0,0,0.0
中卫市,2021,0,0.0,1,165.0,0,0.0
中卫市,2022,0,0.0,1,165.0,0,0.0
中卫市,2023,0,0.0,1,165.0,0,0.0
中卫市,2024,0,0.0,1,165.0,0,0.0
中卫市,2025,0,0.0,1,165.0,0,0.0
中山市,2015,0,0.0,0,0.0,0,0.0
中山市,2016,1,250.0,1,250.0,1,250.0
中山市,2017,0,0.0,1,250.0,1,250.0
中山市,2018,3,1500.0,4,1750.0,4,1750.0
中山市,2019,6,8150.0,10,9900.0,10,9900.0
中山市,2020,2,1100.0,12,11000.0,12,11000.0
中山市,2021,4,1901.0,16,12901.0,15,12651.0
中山市,2022,6,1831.2,22,14732.2,21,14482.2
中山市,2023,7,6550.0,29,21282.2,25,19532.2
中山市,2024,7,6904.0,36,28186.2,26,18286.2
中山市,2025,0,0.0,36,28186.2,24,17186.2
临汾市,2015,0,0.0,0,0.0,0,0.0
临汾市,2016,0,0.0,0,0.0,0,0.0
临汾市,2017,3,625.7531,3,625.7531,3,625.7531
临汾市,2018,0,0.0,3,625.7531,3,625.7531
临汾市,2019,0,0.0,3,625.7531,3,625.7531
临汾市,2020,1,400.0,4,1025.7531,4,1025.7531
临汾市,2021,0,0.0,4,1025.7531,4,1025.7531
临汾市,2022,2,702.0,6,1727.7531,3,1102.0
临汾市,2023,1,1001.0,7,2728.7531,4,2103.0
临汾市,2024,0,0.0,7,2728.7531,4,2103.0
临汾市,2025,0,0.0,7,2728.7531,3,1703.0
临沂市,2015,0,0.0,0,0.0,0,0.0
临沂市,2016,2,700.0,2,700.0,2,700.0
临沂市,2017,3,3200.0,5,3900.0,5,3900.0
临沂市,2018,3,350.0,8,4250.0,8,4250.0
临沂市,2019,1,200.0,9,4450.0,9,4450.0
临沂市,2020,6,3800.0,15,8250.0,15,8250.0
临沂市,2021,10,2580.0,25,10830.0,23,10130.0
临沂市,2022,4,1300.0,29,12130.0,24,8230.0
临沂市,2023,4,1500.0,33,13630.0,25,9380.0
临沂市,2024,3,1300.0,36,14930.0,27,10480.0
临沂市,2025,1,300.0,37,15230.0,22,6980.0
丹东市,2015,0,0.0,0,0.0,0,0.0
丹东市,2016,1,500.0,1,500.0,1,500.0
丹东市,2017,0,0.0,1,500.0,1,500.0
丹东市,2018,0,0.0,1,500.0,1,500.0
丹东市,2019,0,0.0,1,500.0,1,500.0
丹东市,2020,0,0.0,1,500.0,1,500.0
丹东市,2021,0,0.0,1,500.0,0,0.0
丹东市,2022,0,0.0,1,500.0,0,0.0
丹东市,2023,0,0.0,1,500.0,0,0.0
丹东市,2024,0,0.0,1,500.0,0,0.0
丹东市,2025,0,0.0,1,500.0,0,0.0
丽水市,2015,0,0.0,0,0.0,0,0.0
丽水市,2016,1,1000.0,1,1000.0,1,1000.0
丽水市,2017,1,300.0,2,1300.0,2,1300.0
丽水市,2018,1,125.0,3,1425.0,3,1425.0
丽水市,2019,2,3500.0,5,4925.0,5,4925.0
丽水市,2020,1,100.0,6,5025.0,6,5025.0
丽水市,2021,2,6808.0,8,11833.0,7,10833.0
丽水市,2022,3,650.0,11,12483.0,9,11183.0
丽水市,2023,5,5175.0,16,17658.0,13,16233.0
丽水市,2024,2,3003.0,18,20661.0,13,15736.0
丽水市,2025,0,0.0,18,20661.0,12,15636.0
乌兰察布市,2015,1,1505.0,1,1505.0,1,1505.0
乌兰察布市,2016,1,3000.0,2,4505.0,2,4505.0
乌兰察布市,2017,0,0.0,2,4505.0,2,4505.0
乌兰察布市,2018,0,0.0,2,4505.0,2,4505.0
乌兰察布市,2019,0,0.0,2,4505.0,2,4505.0
乌兰察布市,2020,0,0.0,2,4505.0,1,3000.0
乌兰察布市,2021,0,0.0,2,4505.0,0,0.0
乌兰察布市,2022,0,0.0,2,4505.0,0,0.0
乌兰察布市,2023,0,0.0,2,4505.0,0,0.0
乌兰察布市,2024,0,0.0,2,4505.0,0,0.0
乌兰察布市,2025,0,0.0,2,4505.0,0,0.0
乌海市,2015,0,0.0,0,0.0,0,0.0
乌海市,2016,1,1800.01,1,1800.01,1,1800.01
乌海市,2017,0,0.0,1,1800.01,1,1800.01
乌海市,2018,0,0.0,1,1800.01,1,1800.01
乌海市,2019,0,0.0,1,1800.01,1,1800.01
乌海市,2020,1,100.0,2,1900.01,2,1900.01
乌海市,2021,1,201.0,3,2101.01,2,301.0
乌海市,2022,0,0.0,3,2101.01,2,301.0
乌海市,2023,0,0.0,3,2101.01,2,301.0
乌海市,2024,0,0.0,3,2101.01,2,301.0
乌海市,2025,0,0.0,3,2101.01,1,201.0
乌鲁木齐市,2015,0,0.0,0,0.0,0,0.0
乌鲁木齐市,2016,6,259600.1,6,259600.1,6,259600.1
乌鲁木齐市,2017,0,0.0,6,259600.1,6,259600.1
乌鲁木齐市,2018,4,5871.0,10,265471.1,10,265471.1
乌鲁木齐市,2019,2,1680.0,12,267151.1,12,267151.1
乌鲁木齐市,2020,3,5701.0,15,272852.1,15,272852.1
乌鲁木齐市,2021,1,181.0,16,273033.1,10,13433.0
乌鲁木齐市,2022,6,4271.5,22,277304.6,16,17704.5
乌鲁木齐市,2023,2,13000.0,24,290304.6,14,24833.5
乌鲁木齐市,2024,3,4303.0,27,294607.6,15,27456.5
乌鲁木齐市,2025,0,0.0,27,294607.6,12,21755.5
乐山市,2015,0,0.0,0,0.0,0,0.0
乐山市,2016,0,0.0,0,0.0,0,0.0
乐山市,2017,0,0.0,0,0.0,0,0.0
乐山市,2018,1,31.5,1,31.5,1,31.5
乐山市,2019,0,0.0,1,31.5,1,31.5
乐山市,2020,0,0.0,1,31.5,1,31.5
乐山市,2021,0,0.0,1,31.5,1,31.5
乐山市,2022,0,0.0,1,31.5,1,31.5
乐山市,2023,0,0.0,1,31.5,0,0.0
乐山市,2024,0,0.0,1,31.5,0,0.0
乐山市,2025,1,4500.0,2,4531.5,1,4500.0
九江市,2015,0,0.0,0,0.0,0,0.0
九江市,2016,4,9753.2378,4,9753.2378,4,9753.2378
九江市,2017,2,4000.0,6,13753.2378,6,13753.2378
九江市,2018,6,3128.787,12,16882.0248,12,16882.0248
九江市,2019,5,1325.4623,17,18207.4871,17,18207.4871
九江市,2020,16,5304.31,33,23511.7971,33,23511.7971
九江市,2021,12,1441.1,45,24952.8971,41,15199.6593
九江市,2022,3,5645.0,48,30597.8971,42,16844.6593
九江市,2023,11,14640.7,59,45238.5971,47,28356.5723
九江市,2024,11,6532.5825,70,51771.1796,53,33563.6925
九江市,2025,6,6932.5,76,58703.6796,43,35191.8825
云浮市,2015,0,0.0,0,0.0,0,0.0
云浮市,2016,0,0.0,0,0.0,0,0.0
云浮市,2017,1,3000.0,1,3000.0,1,3000.0
云浮市,2018,0,0.0,1,3000.0,1,3000.0
云浮市,2019,0,0.0,1,3000.0,1,3000.0
云浮市,2020,0,0.0,1,3000.0,1,3000.0
云浮市,2021,0,0.0,1,3000.0,1,3000.0
云浮市,2022,0,0.0,1,3000.0,0,0.0
云浮市,2023,0,0.0,1,3000.0,0,0.0
云浮市,2024,2,700.0,3,3700.0,2,700.0
云浮市,2025,0,0.0,3,3700.0,2,700.0
亳州市,2015,0,0.0,0,0.0,0,0.0
亳州市,2016,1,180.0,1,180.0,1,180.0
亳州市,2017,1,500.0,2,680.0,2,680.0
亳州市,2018,0,0.0,2,680.0,2,680.0
亳州市,2019,0,0.0,2,680.0,2,680.0
亳州市,2020,0,0.0,2,680.0,2,680.0
亳州市,2021,0,0.0,2,680.0,1,500.0
亳州市,2022,1,150.0,3,830.0,1,150.0
亳州市,2023,3,1900.0,6,2730.0,4,2050.0
亳州市,2024,2,2000.0,8,4730.0,6,4050.0
亳州市,2025,1,420.0,9,5150.0,7,4470.0
伊犁哈萨克自治州,2015,0,0.0,0,0.0,0,0.0
伊犁哈萨克自治州,2016,0,0.0,0,0.0,0,0.0
伊犁哈萨克自治州,2017,1,99.55,1,99.55,1,99.55
伊犁哈萨克自治州,2018,0,0.0,1,99.55,1,99.55
伊犁哈萨克自治州,2019,2,550.0,3,649.55,3,649.55
伊犁哈萨克自治州,2020,0,0.0,3,649.55,3,649.55
伊犁哈萨克自治州,2021,0,0.0,3,649.55,3,649.55
伊犁哈萨克自治州,2022,0,0.0,3,649.55,2,550.0
伊犁哈萨克自治州,2023,1,1000.0,4,1649.55,3,1550.0
伊犁哈萨克自治州,2024,0,0.0,4,1649.55,1,1000.0
伊犁哈萨克自治州,2025,1,1000.0,5,2649.55,2,2000.0
佛山市,2015,2,585.0,2,585.0,2,585.0
佛山市,2016,5,10759.5,7,11344.5,7,11344.5
佛山市,2017,18,13662.1,25,25006.6,25,25006.6
佛山市,2018,15,35931.0,40,60937.6,40,60937.6
佛山市,2019,9,4115.5,49,65053.1,49,65053.1
佛山市,2020,4,1420.0,53,66473.1,51,65888.1
佛山市,2021,15,2758.99,68,69232.09,61,57887.59
佛山市,2022,13,35024.0,81,104256.09,56,79249.49
佛山市,2023,8,3090.1,89,107346.19,49,46408.59
佛山市,2024,2,1526.0,91,108872.19,42,43819.09
佛山市,2025,3,10550.0,94,119422.19,41,52949.09
保定市,2015,0,0.0,0,0.0,0,0.0
保定市,2016,2,10450.0,2,10450.0,2,10450.0
保定市,2017,1,5000.0,3,15450.0,3,15450.0
保定市,2018,1,10000.0,4,25450.0,4,25450.0
保定市,2019,1,150.0,5,25600.0,5,25600.0
保定市,2020,3,18836.5,8,44436.5,8,44436.5
保定市,2021,2,700.0,10,45136.5,8,34686.5
保定市,2022,3,740.0,13,45876.5,10,30426.5
保定市,2023,5,4636.5,18,50513.0,14,25063.0
保定市,2024,5,4482.0,23,54995.0,18,29395.0
保定市,2025,2,1600.0,25,56595.0,17,12158.5
信阳市,2015,0,0.0,0,0.0,0,0.0
信阳市,2016,0,0.0,0,0.0,0,0.0
信阳市,2017,0,0.0,0,0.0,0,0.0
信阳市,2018,2,10101.0,2,10101.0,2,10101.0
信阳市,2019,0,0.0,2,10101.0,2,10101.0
信阳市,2020,0,0.0,2,10101.0,2,10101.0
信阳市,2021,0,0.0,2,10101.0,2,10101.0
信阳市,2022,1,2000.0,3,12101.0,3,12101.0
信阳市,2023,0,0.0,3,12101.0,1,2000.0
信阳市,2024,1,5000.0,4,17101.0,2,7000.0
信阳市,2025,0,0.0,4,17101.0,2,7000.0
儋州市,2015,0,0.0,0,0.0,0,0.0
儋州市,2016,0,0.0,0,0.0,0,0.0
儋州市,2017,0,0.0,0,0.0,0,0.0
儋州市,2018,0,0.0,0,0.0,0,0.0
儋州市,2019,0,0.0,0,0.0,0,0.0
儋州市,2020,0,0.0,0,0.0,0,0.0
儋州市,2021,1,194.0,1,194.0,1,194.0
儋州市,2022,1,300.0,2,494.0,2,494.0
儋州市,2023,0,0.0,2,494.0,2,494.0
儋州市,2024,0,0.0,2,494.0,2,494.0
儋州市,2025,0,0.0,2,494.0,2,494.0
克拉玛依市,2015,0,0.0,0,0.0,0,0.0
克拉玛依市,2016,0,0.0,0,0.0,0,0.0
克拉玛依市,2017,0,0.0,0,0.0,0,0.0
克拉玛依市,2018,0,0.0,0,0.0,0,0.0
克拉玛依市,2019,0,0.0,0,0.0,0,0.0
克拉玛依市,2020,1,51.0,1,51.0,1,51.0
克拉玛依市,2021,0,0.0,1,51.0,1,51.0
克拉玛依市,2022,0,0.0,1,51.0,1,51.0
克拉玛依市,2023,0,0.0,1,51.0,1,51.0
克拉玛依市,2024,0,0.0,1,51.0,1,51.0
克拉玛依市,2025,0,0.0,1,51.0,0,0.0
六安市,2015,0,0.0,0,0.0,0,0.0
六安市,2016,1,100.5,1,100.5,1,100.5
六安市,2017,1,20.0,2,120.5,2,120.5
六安市,2018,1,,3,,3,
六安市,2019,1,300.0,4,,4,
六安市,2020,3,916.53,7,,7,
六安市,2021,2,600.0,9,,8,
六安市,2022,4,3732.7,13,,11,
六安市,2023,0,0.0,13,,10,5549.23
六安市,2024,6,3445.0,19,,15,8694.23
六安市,2025,0,0.0,19,,12,7777.7
六盘水市,2015,1,1266.0,1,1266.0,1,1266.0
六盘水市,2016,0,0.0,1,1266.0,1,1266.0
六盘水市,2017,1,40000.0,2,41266.0,2,41266.0
六盘水市,2018,0,0.0,2,41266.0,2,41266.0
六盘水市,2019,0,0.0,2,41266.0,2,41266.0
六盘水市,2020,0,0.0,2,41266.0,1,40000.0
六盘水市,2021,0,0.0,2,41266.0,1,40000.0
六盘水市,2022,0,0.0,2,41266.0,0,0.0
六盘水市,2023,0,0.0,2,41266.0,0,0.0
六盘水市,2024,0,0.0,2,41266.0,0,0.0
六盘水市,2025,0,0.0,2,41266.0,0,0.0
兰州市,2015,5,2950.0,5,2950.0,5,2950.0
兰州市,2016,2,46700.0,7,49650.0,7,49650.0
兰州市,2017,6,8761.0,13,58411.0,13,58411.0
兰州市,2018,3,220295.0,16,278706.0,16,278706.0
兰州市,2019,1,40000.0,17,318706.0,17,318706.0
兰州市,2020,8,9800.0,25,328506.0,20,325556.0
兰州市,2021,2,2400.0,27,330906.0,20,281256.0
兰州市,2022,1,300.0,28,331206.0,15,272795.0
兰州市,2023,2,120.0,30,331326.0,14,52620.0
兰州市,2024,1,1000.0,31,332326.0,14,13620.0
兰州市,2025,0,0.0,31,332326.0,6,3820.0
兴安盟,2015,0,0.0,0,0.0,0,0.0
兴安盟,2016,1,2000.0,1,2000.0,1,2000.0
兴安盟,2017,0,0.0,1,2000.0,1,2000.0
兴安盟,2018,0,0.0,1,2000.0,1,2000.0
兴安盟,2019,0,0.0,1,2000.0,1,2000.0
兴安盟,2020,0,0.0,1,2000.0,1,2000.0
兴安盟,2021,0,0.0,1,2000.0,0,0.0
兴安盟,2022,0,0.0,1,2000.0,0,0.0
兴安盟,2023,0,0.0,1,2000.0,0,0.0
兴安盟,2024,0,0.0,1,2000.0,0,0.0
兴安盟,2025,0,0.0,1,2000.0,0,0.0
内江市,2015,0,0.0,0,0.0,0,0.0
内江市,2016,0,0.0,0,0.0,0,0.0
内江市,2017,0,0.0,0,0.0,0,0.0
内江市,2018,0,0.0,0,0.0,0,0.0
内江市,2019,0,0.0,0,0.0,0,0.0
内江市,2020,0,0.0,0,0.0,0,0.0
内江市,2021,0,0.0,0,0.0,0,0.0
内江市,2022,2,427.6,2,427.6,2,427.6
内江市,2023,0,0.0,2,427.6,2,427.6
内江市,2024,1,500.0,3,927.6,3,927.6
内江市,2025,0,0.0,3,927.6,3,927.6
凉山彝族自治州,2015,0,0.0,0,0.0,0,0.0
凉山彝族自治州,2016,0,0.0,0,0.0,0,0.0
凉山彝族自治州,2017,0,0.0,0,0.0,0,0.0
凉山彝族自治州,2018,1,1000.0,1,1000.0,1,1000.0
凉山彝族自治州,2019,0,0.0,1,1000.0,1,1000.0
凉山彝族自治州,2020,0,0.0,1,1000.0,1,1000.0
凉山彝族自治州,2021,0,0.0,1,1000.0,1,1000.0
凉山彝族自治州,2022,0,0.0,1,1000.0,1,1000.0
凉山彝族自治州,2023,1,1000.0,2,2000.0,1,1000.0
凉山彝族自治州,2024,1,200.0,3,2200.0,2,1200.0
凉山彝族自治州,2025,0,0.0,3,2200.0,2,1200.0
包头市,2015,0,0.0,0,0.0,0,0.0
包头市,2016,2,6200.06,2,6200.06,2,6200.06
包头市,2017,2,9600.01,4,15800.07,4,15800.07
包头市,2018,0,0.0,4,15800.07,4,15800.07
包头市,2019,3,1780.01,7,17580.08,7,17580.08
包头市,2020,3,102.63,10,17682.71,10,17682.71
包头市,2021,10,1986.07,20,19668.78,18,13468.72
包头市,2022,4,2070.03,24,21738.81,20,5938.74
包头市,2023,1,310.0,25,22048.81,21,6248.74
包头市,2024,1,40.01,26,22088.82,19,4508.74
包头市,2025,1,50.0,27,22138.82,17,4456.11
北京市,2015,19,10431.4431,19,10431.4431,19,10431.4431
北京市,2016,64,450789.5253,83,461220.9684,83,461220.9684
北京市,2017,35,601661.288,118,1062882.2564,118,1062882.2564
北京市,2018,36,305294.8819,154,1368177.1383,154,1368177.1383
北京市,2019,45,231577.7137,199,1599754.852,199,1599754.852
北京市,2020,55,558335.4429,254,2158090.2949,235,2147658.8518
北京市,2021,31,63848.2649,285,2221938.5598,202,1760717.5914
北京市,2022,29,62101.1788,314,2284039.7386,196,1221157.4822
北京市,2023,21,69957.06,335,2353996.7986,181,985819.6603
北京市,2024,19,438661.3404,354,2792658.139,155,1192903.287
北京市,2025,12,66401.0,366,2859059.139,112,700968.8441
北海市,2015,0,0.0,0,0.0,0,0.0
北海市,2016,0,0.0,0,0.0,0,0.0
北海市,2017,1,10000.0,1,10000.0,1,10000.0
北海市,2018,0,0.0,1,10000.0,1,10000.0
北海市,2019,1,405.0,2,10405.0,2,10405.0
北海市,2020,0,0.0,2,10405.0,2,10405.0
北海市,2021,0,0.0,2,10405.0,2,10405.0
北海市,2022,0,0.0,2,10405.0,1,405.0
北海市,2023,0,0.0,2,10405.0,1,405.0
北海市,2024,0,0.0,2,10405.0,0,0.0
北海市,2025,0,0.0,2,10405.0,0,0.0
十堰市,2015,1,160.0,1,160.0,1,160.0
十堰市,2016,0,0.0,1,160.0,1,160.0
十堰市,2017,1,500.0,2,660.0,2,660.0
十堰市,2018,0,0.0,2,660.0,2,660.0
十堰市,2019,0,0.0,2,660.0,2,660.0
十堰市,2020,1,3000.0,3,3660.0,2,3500.0
十堰市,2021,0,0.0,3,3660.0,2,3500.0
十堰市,2022,1,500.0,4,4160.0,2,3500.0
十堰市,2023,0,0.0,4,4160.0,2,3500.0
十堰市,2024,1,1000.0,5,5160.0,3,4500.0
十堰市,2025,0,0.0,5,5160.0,2,1500.0
南京市,2015,4,11798.0,4,11798.0,4,11798.0
南京市,2016,27,112296.0328,31,124094.0328,31,124094.0328
南京市,2017,20,59700.49,51,183794.5228,51,183794.5228
南京市,2018,46,137291.4861,97,321086.0089,97,321086.0089
南京市,2019,44,107476.81,141,428562.8189,141,428562.8189
南京市,2020,51,36487.2,192,465050.0189,188,453252.0189
南京市,2021,57,71327.7818,249,536377.8007,218,412283.7679
南京市,2022,26,27331.99,275,563709.7907,224,379915.2679
南京市,2023,11,7667.9833,286,571377.774,189,250291.7651
南京市,2024,14,69652.5,300,641030.274,159,212467.4551
南京市,2025,5,15800.0,305,656830.274,113,191780.2551
南充市,2015,0,0.0,0,0.0,0,0.0
南充市,2016,0,0.0,0,0.0,0,0.0
南充市,2017,0,0.0,0,0.0,0,0.0
南充市,2018,0,0.0,0,0.0,0,0.0
南充市,2019,0,0.0,0,0.0,0,0.0
南充市,2020,0,0.0,0,0.0,0,0.0
南充市,2021,0,0.0,0,0.0,0,0.0
南充市,2022,0,0.0,0,0.0,0,0.0
南充市,2023,1,5000.0,1,5000.0,1,5000.0
南充市,2024,0,0.0,1,5000.0,1,5000.0
南充市,2025,0,0.0,1,5000.0,1,5000.0
南宁市,2015,1,20000.0,1,20000.0,1,20000.0
南宁市,2016,4,95100.0,5,115100.0,5,115100.0
南宁市,2017,9,17301.11,14,132401.11,14,132401.11
南宁市,2018,9,8694.875,23,141095.985,23,141095.985
南宁市,2019,3,16102.0,26,157197.985,26,157197.985
南宁市,2020,7,121201.0,33,278398.985,32,258398.985
南宁市,2021,13,35477.8026,46,313876.7876,41,198776.7876
南宁市,2022,14,24413.8534,60,338290.641,46,205889.531
南宁市,2023,20,52963.841,80,391254.482,57,250158.497
南宁市,2024,10,4042.0856,90,395296.5676,64,238098.5826
南宁市,2025,4,1609.1,94,396905.6676,61,118506.6826
南平市,2015,0,0.0,0,0.0,0,0.0
南平市,2016,1,20.2,1,20.2,1,20.2
南平市,2017,0,0.0,1,20.2,1,20.2
南平市,2018,0,0.0,1,20.2,1,20.2
南平市,2019,0,0.0,1,20.2,1,20.2
南平市,2020,0,0.0,1,20.2,1,20.2
南平市,2021,0,0.0,1,20.2,0,0.0
南平市,2022,0,0.0,1,20.2,0,0.0
南平市,2023,0,0.0,1,20.2,0,0.0
南平市,2024,0,0.0,1,20.2,0,0.0
南平市,2025,0,0.0,1,20.2,0,0.0
南昌市,2015,0,0.0,0,0.0,0,0.0
南昌市,2016,6,4415.66,6,4415.66,6,4415.66
南昌市,2017,7,108059.1,13,112474.76,13,112474.76
南昌市,2018,9,21770.0,22,134244.76,22,134244.76
南昌市,2019,3,4199.1,25,138443.86,25,138443.86
南昌市,2020,6,3304.3501,31,141748.2101,31,141748.2101
南昌市,2021,3,6100.0,34,147848.2101,28,143432.5501
南昌市,2022,4,63590.0,38,211438.2101,25,98963.4501
南昌市,2023,7,46710.0,45,258148.2101,23,123903.4501
南昌市,2024,6,8475.0,51,266623.2101,26,128179.3501
南昌市,2025,1,5000.0,52,271623.2101,21,129875.0
南通市,2015,5,1402.0,5,1402.0,5,1402.0
南通市,2016,4,1700.0,9,3102.0,9,3102.0
南通市,2017,11,17968.4,20,21070.4,20,21070.4
南通市,2018,7,7291.04,27,28361.44,27,28361.44
南通市,2019,6,2471.5,33,30832.94,33,30832.94
南通市,2020,8,5816.0,41,36648.94,36,35246.94
南通市,2021,8,5917.35,49,42566.29,40,39464.29
南通市,2022,12,19540.0,61,62106.29,41,41035.89
南通市,2023,17,6231.35,78,68337.64,51,39976.2
南通市,2024,7,3712.5,85,72050.14,52,41217.2
南通市,2025,4,9650.0,89,81700.14,48,45051.2
南阳市,2015,0,0.0,0,0.0,0,0.0
南阳市,2016,0,0.0,0,0.0,0,0.0
南阳市,2017,1,360.0,1,360.0,1,360.0
南阳市,2018,3,3632.5,4,3992.5,4,3992.5
南阳市,2019,2,800.0,6,4792.5,6,4792.5
南阳市,2020,0,0.0,6,4792.5,6,4792.5
南阳市,2021,0,0.0,6,4792.5,6,4792.5
南阳市,2022,1,151.0,7,4943.5,6,4583.5
南阳市,2023,2,2100.0,9,7043.5,5,3051.0
南阳市,2024,0,0.0,9,7043.5,3,2251.0
南阳市,2025,0,0.0,9,7043.5,3,2251.0
博尔塔拉蒙古自治州,2015,0,0.0,0,0.0,0,0.0
博尔塔拉蒙古自治州,2016,0,0.0,0,0.0,0,0.0
博尔塔拉蒙古自治州,2017,1,1200.5,1,1200.5,1,1200.5
博尔塔拉蒙古自治州,2018,0,0.0,1,1200.5,1,1200.5
博尔塔拉蒙古自治州,2019,0,0.0,1,1200.5,1,1200.5
博尔塔拉蒙古自治州,2020,0,0.0,1,1200.5,1,1200.5
博尔塔拉蒙古自治州,2021,0,0.0,1,1200.5,1,1200.5
博尔塔拉蒙古自治州,2022,1,1000.0,2,2200.5,1,1000.0
博尔塔拉蒙古自治州,2023,0,0.0,2,2200.5,1,1000.0
博尔塔拉蒙古自治州,2024,0,0.0,2,2200.5,1,1000.0
博尔塔拉蒙古自治州,2025,0,0.0,2,2200.5,1,1000.0
厦门市,2015,4,31218.0,4,31218.0,4,31218.0
厦门市,2016,5,3917.6212,9,35135.6212,9,35135.6212
厦门市,2017,14,15127.67,23,50263.2912,23,50263.2912
厦门市,2018,21,17114.7467,44,67378.0379,44,67378.0379
厦门市,2019,15,44203.6017,59,111581.6396,59,111581.6396
