city,year,fund_established_count,fund_established_scale_rmb_m,cumulative_fund_established_count,cumulative_fund_established_scale_rmb_m,rolling5_fund_established_count,rolling5_fund_established_scale_rmb_m
常德市,2019,5,1921.28,11,6587.28,11,6587.28
常德市,2020,1,1000.0,12,7587.28,12,7587.28
常德市,2021,2,200.0,14,7787.28,13,7572.28
常德市,2022,1,1000.0,15,8787.28,14,8572.28
常德市,2023,2,3200.0,17,11987.28,11,7321.28
常德市,2024,0,0.0,17,11987.28,6,5400.0
常德市,2025,0,0.0,17,11987.28,5,4400.0
平凉市,2015,0,0.0,0,0.0,0,0.0
平凉市,2016,0,0.0,0,0.0,0,0.0
平凉市,2017,0,0.0,0,0.0,0,0.0
平凉市,2018,0,0.0,0,0.0,0,0.0
平凉市,2019,0,0.0,0,0.0,0,0.0
平凉市,2020,0,0.0,0,0.0,0,0.0
平凉市,2021,0,0.0,0,0.0,0,0.0
平凉市,2022,0,0.0,0,0.0,0,0.0
平凉市,2023,1,160.0,1,160.0,1,160.0
平凉市,2024,0,0.0,1,160.0,1,160.0
平凉市,2025,0,0.0,1,160.0,1,160.0
平顶山市,2015,0,0.0,0,0.0,0,0.0
平顶山市,2016,0,0.0,0,0.0,0,0.0
平顶山市,2017,1,,1,,1,
平顶山市,2018,1,710.0,2,,2,
平顶山市,2019,0,0.0,2,,2,
平顶山市,2020,0,0.0,2,,2,
平顶山市,2021,0,0.0,2,,2,
平顶山市,2022,0,0.0,2,,1,710.0
平顶山市,2023,4,21020.0,6,,4,21020.0
平顶山市,2024,0,0.0,6,,4,21020.0
平顶山市,2025,0,0.0,6,,4,21020.0
广元市,2015,0,0.0,0,0.0,0,0.0
广元市,2016,0,0.0,0,0.0,0,0.0
广元市,2017,0,0.0,0,0.0,0,0.0
广元市,2018,0,0.0,0,0.0,0,0.0
广元市,2019,0,0.0,0,0.0,0,0.0
广元市,2020,0,0.0,0,0.0,0,0.0
广元市,2021,0,0.0,0,0.0,0,0.0
广元市,2022,0,0.0,0,0.0,0,0.0
广元市,2023,0,0.0,0,0.0,0,0.0
广元市,2024,1,1000.0,1,1000.0,1,1000.0
广元市,2025,0,0.0,1,1000.0,1,1000.0
广安市,2015,0,0.0,0,0.0,0,0.0
广安市,2016,1,242.5,1,242.5,1,242.5
广安市,2017,0,0.0,1,242.5,1,242.5
广安市,2018,0,0.0,1,242.5,1,242.5
广安市,2019,0,0.0,1,242.5,1,242.5
广安市,2020,1,500.0,2,742.5,2,742.5
广安市,2021,1,250.3,3,992.8,2,750.3
广安市,2022,0,0.0,3,992.8,2,750.3
广安市,2023,1,500.1,4,1492.9,3,1250.4
广安市,2024,0,0.0,4,1492.9,3,1250.4
广安市,2025,0,0.0,4,1492.9,2,750.4
广州市,2015,0,0.0,0,0.0,0,0.0
广州市,2016,10,49005.4824,10,49005.4824,10,49005.4824
广州市,2017,22,198241.8525,32,247247.3349,32,247247.3349
广州市,2018,49,192833.2827,81,440080.6176,81,440080.6176
广州市,2019,42,50384.1439,123,490464.7615,123,490464.7615
广州市,2020,50,75831.7353,173,566296.4968,173,566296.4968
广州市,2021,22,47322.954,195,613619.4508,185,564613.9684
广州市,2022,18,219798.4631,213,833417.9139,181,586170.579
广州市,2023,20,17661.22,233,851079.1339,152,410998.5163
广州市,2024,46,111894.325,279,962973.4589,156,472508.6974
广州市,2025,11,4055.08,290,967028.5389,117,400732.0421
廊坊市,2015,0,0.0,0,0.0,0,0.0
廊坊市,2016,1,,1,,1,
廊坊市,2017,1,1000.0,2,,2,
廊坊市,2018,0,0.0,2,,2,
廊坊市,2019,1,100.0,3,,3,
廊坊市,2020,1,691.0,4,,4,
廊坊市,2021,8,1603.2,12,,11,3394.2
廊坊市,2022,2,10100.0,14,,12,12494.2
廊坊市,2023,1,300.0,15,,13,12794.2
廊坊市,2024,2,700.0,17,,14,13394.2
廊坊市,2025,1,200.0,18,,14,12903.2
延安市,2015,0,0.0,0,0.0,0,0.0
延安市,2016,0,0.0,0,0.0,0,0.0
延安市,2017,1,15000.0,1,15000.0,1,15000.0
延安市,2018,0,0.0,1,15000.0,1,15000.0
延安市,2019,0,0.0,1,15000.0,1,15000.0
延安市,2020,0,0.0,1,15000.0,1,15000.0
延安市,2021,0,0.0,1,15000.0,1,15000.0
延安市,2022,1,500.0,2,15500.0,1,500.0
延安市,2023,2,800.0,4,16300.0,3,1300.0
延安市,2024,0,0.0,4,16300.0,3,1300.0
延安市,2025,0,0.0,4,16300.0,3,1300.0
延边朝鲜族自治州,2015,0,0.0,0,0.0,0,0.0
延边朝鲜族自治州,2016,0,0.0,0,0.0,0,0.0
延边朝鲜族自治州,2017,0,0.0,0,0.0,0,0.0
延边朝鲜族自治州,2018,1,200.0,1,200.0,1,200.0
延边朝鲜族自治州,2019,0,0.0,1,200.0,1,200.0
延边朝鲜族自治州,2020,0,0.0,1,200.0,1,200.0
延边朝鲜族自治州,2021,0,0.0,1,200.0,1,200.0
延边朝鲜族自治州,2022,0,0.0,1,200.0,1,200.0
延边朝鲜族自治州,2023,0,0.0,1,200.0,0,0.0
延边朝鲜族自治州,2024,0,0.0,1,200.0,0,0.0
延边朝鲜族自治州,2025,0,0.0,1,200.0,0,0.0
开封市,2015,0,0.0,0,0.0,0,0.0
开封市,2016,0,0.0,0,0.0,0,0.0
开封市,2017,1,600.0,1,600.0,1,600.0
开封市,2018,2,852.0,3,1452.0,3,1452.0
开封市,2019,1,325.0,4,1777.0,4,1777.0
开封市,2020,0,0.0,4,1777.0,4,1777.0
开封市,2021,1,3000.0,5,4777.0,5,4777.0
开封市,2022,3,10209.9,8,14986.9,7,14386.9
开封市,2023,1,200.0,9,15186.9,6,13734.9
开封市,2024,1,1000.0,10,16186.9,6,14409.9
开封市,2025,0,0.0,10,16186.9,6,14409.9
张家口市,2015,0,0.0,0,0.0,0,0.0
张家口市,2016,0,0.0,0,0.0,0,0.0
张家口市,2017,0,0.0,0,0.0,0,0.0
张家口市,2018,0,0.0,0,0.0,0,0.0
张家口市,2019,0,0.0,0,0.0,0,0.0
张家口市,2020,0,0.0,0,0.0,0,0.0
张家口市,2021,1,1010.0,1,1010.0,1,1010.0
张家口市,2022,1,1002.0,2,2012.0,2,2012.0
张家口市,2023,0,0.0,2,2012.0,2,2012.0
张家口市,2024,0,0.0,2,2012.0,2,2012.0
张家口市,2025,0,0.0,2,2012.0,2,2012.0
张掖市,2015,0,0.0,0,0.0,0,0.0
张掖市,2016,0,0.0,0,0.0,0,0.0
张掖市,2017,1,310.0,1,310.0,1,310.0
张掖市,2018,0,0.0,1,310.0,1,310.0
张掖市,2019,0,0.0,1,310.0,1,310.0
张掖市,2020,0,0.0,1,310.0,1,310.0
张掖市,2021,0,0.0,1,310.0,1,310.0
张掖市,2022,0,0.0,1,310.0,0,0.0
张掖市,2023,1,160.0,2,470.0,1,160.0
张掖市,2024,0,0.0,2,470.0,1,160.0
张掖市,2025,0,0.0,2,470.0,1,160.0
徐州市,2015,0,0.0,0,0.0,0,0.0
徐州市,2016,0,0.0,0,0.0,0,0.0
徐州市,2017,6,15502.0,6,15502.0,6,15502.0
徐州市,2018,11,21572.0,17,37074.0,17,37074.0
徐州市,2019,10,9558.5,27,46632.5,27,46632.5
徐州市,2020,6,2696.0,33,49328.5,33,49328.5
徐州市,2021,10,10264.0,43,59592.5,43,59592.5
徐州市,2022,14,5090.6,57,64683.1,51,49181.1
徐州市,2023,6,1819.2332,63,66502.3332,46,29428.3332
徐州市,2024,5,9400.0,68,75902.3332,41,29269.8332
徐州市,2025,3,2525.0,71,78427.3332,38,29098.8332
德州市,2015,0,0.0,0,0.0,0,0.0
德州市,2016,1,500.0,1,500.0,1,500.0
德州市,2017,1,50.0,2,550.0,2,550.0
德州市,2018,0,0.0,2,550.0,2,550.0
德州市,2019,1,820.0,3,1370.0,3,1370.0
德州市,2020,0,0.0,3,1370.0,3,1370.0
德州市,2021,0,0.0,3,1370.0,2,870.0
德州市,2022,0,0.0,3,1370.0,1,820.0
德州市,2023,0,0.0,3,1370.0,1,820.0
德州市,2024,1,1000.0,4,2370.0,1,1000.0
德州市,2025,0,0.0,4,2370.0,1,1000.0
德阳市,2015,0,0.0,0,0.0,0,0.0
德阳市,2016,1,60.0,1,60.0,1,60.0
德阳市,2017,2,219.02,3,279.02,3,279.02
德阳市,2018,0,0.0,3,279.02,3,279.02
德阳市,2019,1,1000.0,4,1279.02,4,1279.02
德阳市,2020,0,0.0,4,1279.02,4,1279.02
德阳市,2021,2,4675.1,6,5954.12,5,5894.12
德阳市,2022,0,0.0,6,5954.12,3,5675.1
德阳市,2023,0,0.0,6,5954.12,3,5675.1
德阳市,2024,0,0.0,6,5954.12,2,4675.1
德阳市,2025,0,0.0,6,5954.12,2,4675.1
忻州市,2015,0,0.0,0,0.0,0,0.0
忻州市,2016,0,0.0,0,0.0,0,0.0
忻州市,2017,0,0.0,0,0.0,0,0.0
忻州市,2018,0,0.0,0,0.0,0,0.0
忻州市,2019,1,500.0,1,500.0,1,500.0
忻州市,2020,1,500.0,2,1000.0,2,1000.0
忻州市,2021,0,0.0,2,1000.0,2,1000.0
忻州市,2022,0,0.0,2,1000.0,2,1000.0
忻州市,2023,0,0.0,2,1000.0,2,1000.0
忻州市,2024,0,0.0,2,1000.0,1,500.0
忻州市,2025,0,0.0,2,1000.0,0,0.0
怀化市,2015,0,0.0,0,0.0,0,0.0
怀化市,2016,0,0.0,0,0.0,0,0.0
怀化市,2017,0,0.0,0,0.0,0,0.0
怀化市,2018,0,0.0,0,0.0,0,0.0
怀化市,2019,0,0.0,0,0.0,0,0.0
怀化市,2020,1,1000.0,1,1000.0,1,1000.0
怀化市,2021,3,94.6,4,1094.6,4,1094.6
怀化市,2022,0,0.0,4,1094.6,4,1094.6
怀化市,2023,0,0.0,4,1094.6,4,1094.6
怀化市,2024,0,0.0,4,1094.6,4,1094.6
怀化市,2025,0,0.0,4,1094.6,3,94.6
怒江傈僳族自治州,2015,0,0.0,0,0.0,0,0.0
怒江傈僳族自治州,2016,0,0.0,0,0.0,0,0.0
怒江傈僳族自治州,2017,0,0.0,0,0.0,0,0.0
怒江傈僳族自治州,2018,0,0.0,0,0.0,0,0.0
怒江傈僳族自治州,2019,1,31.0,1,31.0,1,31.0
怒江傈僳族自治州,2020,0,0.0,1,31.0,1,31.0
怒江傈僳族自治州,2021,0,0.0,1,31.0,1,31.0
怒江傈僳族自治州,2022,0,0.0,1,31.0,1,31.0
怒江傈僳族自治州,2023,0,0.0,1,31.0,1,31.0
怒江傈僳族自治州,2024,0,0.0,1,31.0,0,0.0
怒江傈僳族自治州,2025,0,0.0,1,31.0,0,0.0
恩施土家族苗族自治州,2015,0,0.0,0,0.0,0,0.0
恩施土家族苗族自治州,2016,0,0.0,0,0.0,0,0.0
恩施土家族苗族自治州,2017,0,0.0,0,0.0,0,0.0
恩施土家族苗族自治州,2018,0,0.0,0,0.0,0,0.0
恩施土家族苗族自治州,2019,1,200.0,1,200.0,1,200.0
恩施土家族苗族自治州,2020,0,0.0,1,200.0,1,200.0
恩施土家族苗族自治州,2021,0,0.0,1,200.0,1,200.0
恩施土家族苗族自治州,2022,0,0.0,1,200.0,1,200.0
恩施土家族苗族自治州,2023,0,0.0,1,200.0,1,200.0
恩施土家族苗族自治州,2024,0,0.0,1,200.0,0,0.0
恩施土家族苗族自治州,2025,0,0.0,1,200.0,0,0.0
惠州市,2015,0,0.0,0,0.0,0,0.0
惠州市,2016,0,0.0,0,0.0,0,0.0
惠州市,2017,2,1111.1111,2,1111.1111,2,1111.1111
惠州市,2018,0,0.0,2,1111.1111,2,1111.1111
惠州市,2019,1,1000.0,3,2111.1111,3,2111.1111
惠州市,2020,0,0.0,3,2111.1111,3,2111.1111
惠州市,2021,0,0.0,3,2111.1111,3,2111.1111
惠州市,2022,0,0.0,3,2111.1111,1,1000.0
惠州市,2023,1,71.0,4,2182.1111,2,1071.0
惠州市,2024,5,6651.0,9,8833.1111,6,6722.0
惠州市,2025,1,600.0,10,9433.1111,7,7322.0
成都市,2015,1,2000.0,1,2000.0,1,2000.0
成都市,2016,24,60189.9575,25,62189.9575,25,62189.9575
成都市,2017,23,92952.1063,48,155142.0638,48,155142.0638
成都市,2018,26,167420.8263,74,322562.8901,74,322562.8901
成都市,2019,16,46651.49,90,369214.3801,90,369214.3801
成都市,2020,26,47677.1858,116,416891.5659,115,414891.5659
成都市,2021,24,57051.78,140,473943.3459,115,411753.3884
成都市,2022,29,35167.301,169,509110.6469,121,353968.5831
成都市,2023,35,67382.4,204,576493.0469,130,253930.1568
成都市,2024,23,42005.1,227,618498.1469,137,249283.7668
成都市,2025,5,23000.0,232,641498.1469,116,224606.581
扬州市,2015,0,0.0,0,0.0,0,0.0
扬州市,2016,2,130.0,2,130.0,2,130.0
扬州市,2017,3,2166.5,5,2296.5,5,2296.5
扬州市,2018,5,3651.75,10,5948.25,10,5948.25
扬州市,2019,4,2357.25,14,8305.5,14,8305.5
扬州市,2020,8,11192.5,22,19498.0,22,19498.0
扬州市,2021,6,5551.0,28,25049.0,26,24919.0
扬州市,2022,7,5080.4,35,30129.4,30,27832.9
扬州市,2023,5,2500.01,40,32629.41,30,26681.16
扬州市,2024,12,13545.0,52,46174.41,38,37868.91
扬州市,2025,8,9404.0,60,55578.41,38,36080.41
承德市,2015,0,0.0,0,0.0,0,0.0
承德市,2016,0,0.0,0,0.0,0,0.0
承德市,2017,3,5444.0,3,5444.0,3,5444.0
承德市,2018,0,0.0,3,5444.0,3,5444.0
承德市,2019,0,0.0,3,5444.0,3,5444.0
承德市,2020,0,0.0,3,5444.0,3,5444.0
承德市,2021,0,0.0,3,5444.0,3,5444.0
承德市,2022,0,0.0,3,5444.0,0,0.0
承德市,2023,0,0.0,3,5444.0,0,0.0
承德市,2024,2,1000.0,5,6444.0,2,1000.0
承德市,2025,0,0.0,5,6444.0,2,1000.0
抚州市,2015,0,0.0,0,0.0,0,0.0
抚州市,2016,0,0.0,0,0.0,0,0.0
抚州市,2017,0,0.0,0,0.0,0,0.0
抚州市,2018,3,6002.0,3,6002.0,3,6002.0
抚州市,2019,1,185.01,4,6187.01,4,6187.01
抚州市,2020,3,1969.0,7,8156.01,7,8156.01
抚州市,2021,4,2340.0,11,10496.01,11,10496.01
抚州市,2022,1,54.0,12,10550.01,12,10550.01
抚州市,2023,0,0.0,12,10550.01,9,4548.01
抚州市,2024,1,10000.0,13,20550.01,9,14363.0
抚州市,2025,0,0.0,13,20550.01,6,12394.0
抚顺市,2015,0,0.0,0,0.0,0,0.0
抚顺市,2016,1,1000.0,1,1000.0,1,1000.0
抚顺市,2017,0,0.0,1,1000.0,1,1000.0
抚顺市,2018,0,0.0,1,1000.0,1,1000.0
抚顺市,2019,1,2000.0,2,3000.0,2,3000.0
抚顺市,2020,0,0.0,2,3000.0,2,3000.0
抚顺市,2021,0,0.0,2,3000.0,1,2000.0
抚顺市,2022,0,0.0,2,3000.0,1,2000.0
抚顺市,2023,0,0.0,2,3000.0,1,2000.0
抚顺市,2024,0,0.0,2,3000.0,0,0.0
抚顺市,2025,0,0.0,2,3000.0,0,0.0
拉萨市,2015,0,0.0,0,0.0,0,0.0
拉萨市,2016,1,2500.0,1,2500.0,1,2500.0
拉萨市,2017,1,1000.0,2,3500.0,2,3500.0
拉萨市,2018,0,0.0,2,3500.0,2,3500.0
拉萨市,2019,0,0.0,2,3500.0,2,3500.0
拉萨市,2020,0,0.0,2,3500.0,2,3500.0
拉萨市,2021,0,0.0,2,3500.0,1,1000.0
拉萨市,2022,1,3659.0,3,7159.0,1,3659.0
拉萨市,2023,0,0.0,3,7159.0,1,3659.0
拉萨市,2024,0,0.0,3,7159.0,1,3659.0
拉萨市,2025,0,0.0,3,7159.0,1,3659.0
揭阳市,2015,0,0.0,0,0.0,0,0.0
揭阳市,2016,0,0.0,0,0.0,0,0.0
揭阳市,2017,0,0.0,0,0.0,0,0.0
揭阳市,2018,0,0.0,0,0.0,0,0.0
揭阳市,2019,0,0.0,0,0.0,0,0.0
揭阳市,2020,0,0.0,0,0.0,0,0.0
揭阳市,2021,1,10000.0,1,10000.0,1,10000.0
揭阳市,2022,0,0.0,1,10000.0,1,10000.0
揭阳市,2023,0,0.0,1,10000.0,1,10000.0
揭阳市,2024,0,0.0,1,10000.0,1,10000.0
揭阳市,2025,0,0.0,1,10000.0,1,10000.0
攀枝花市,2015,0,0.0,0,0.0,0,0.0
攀枝花市,2016,3,2500.0,3,2500.0,3,2500.0
攀枝花市,2017,0,0.0,3,2500.0,3,2500.0
攀枝花市,2018,1,5000.0,4,7500.0,4,7500.0
攀枝花市,2019,0,0.0,4,7500.0,4,7500.0
攀枝花市,2020,0,0.0,4,7500.0,4,7500.0
攀枝花市,2021,1,3001.0,5,10501.0,2,8001.0
攀枝花市,2022,0,0.0,5,10501.0,2,8001.0
攀枝花市,2023,0,0.0,5,10501.0,1,3001.0
攀枝花市,2024,0,0.0,5,10501.0,1,3001.0
攀枝花市,2025,0,0.0,5,10501.0,1,3001.0
文山壮族苗族自治州,2015,0,0.0,0,0.0,0,0.0
文山壮族苗族自治州,2016,1,28600.0,1,28600.0,1,28600.0
文山壮族苗族自治州,2017,0,0.0,1,28600.0,1,28600.0
文山壮族苗族自治州,2018,0,0.0,1,28600.0,1,28600.0
文山壮族苗族自治州,2019,0,0.0,1,28600.0,1,28600.0
文山壮族苗族自治州,2020,0,0.0,1,28600.0,1,28600.0
文山壮族苗族自治州,2021,0,0.0,1,28600.0,0,0.0
文山壮族苗族自治州,2022,0,0.0,1,28600.0,0,0.0
文山壮族苗族自治州,2023,0,0.0,1,28600.0,0,0.0
文山壮族苗族自治州,2024,0,0.0,1,28600.0,0,0.0
文山壮族苗族自治州,2025,0,0.0,1,28600.0,0,0.0
文昌市,2015,0,0.0,0,0.0,0,0.0
文昌市,2016,0,0.0,0,0.0,0,0.0
文昌市,2017,0,0.0,0,0.0,0,0.0
文昌市,2018,0,0.0,0,0.0,0,0.0
文昌市,2019,0,0.0,0,0.0,0,0.0
文昌市,2020,0,0.0,0,0.0,0,0.0
文昌市,2021,0,0.0,0,0.0,0,0.0
文昌市,2022,0,0.0,0,0.0,0,0.0
文昌市,2023,0,0.0,0,0.0,0,0.0
文昌市,2024,1,1000.0,1,1000.0,1,1000.0
文昌市,2025,0,0.0,1,1000.0,1,1000.0
新乡市,2015,0,0.0,0,0.0,0,0.0
新乡市,2016,1,37000.0,1,37000.0,1,37000.0
新乡市,2017,1,250.0,2,37250.0,2,37250.0
新乡市,2018,4,3618.5,6,40868.5,6,40868.5
新乡市,2019,1,100.0,7,40968.5,7,40968.5
新乡市,2020,2,800.0,9,41768.5,9,41768.5
新乡市,2021,3,2121.0,12,43889.5,11,6889.5
新乡市,2022,1,200.0,13,44089.5,11,6839.5
新乡市,2023,1,100.0,14,44189.5,8,3321.0
新乡市,2024,1,300.1,15,44489.6,8,3521.1
新乡市,2025,0,0.0,15,44489.6,6,2721.1
新余市,2015,0,0.0,0,0.0,0,0.0
新余市,2016,0,0.0,0,0.0,0,0.0
新余市,2017,0,0.0,0,0.0,0,0.0
新余市,2018,3,653.2901,3,653.2901,3,653.2901
新余市,2019,0,0.0,3,653.2901,3,653.2901
新余市,2020,2,1108.0,5,1761.2901,5,1761.2901
新余市,2021,1,100.1,6,1861.3901,6,1861.3901
新余市,2022,0,0.0,6,1861.3901,6,1861.3901
新余市,2023,0,0.0,6,1861.3901,3,1208.1
新余市,2024,0,0.0,6,1861.3901,3,1208.1
新余市,2025,1,3000.0,7,4861.3901,2,3100.1
无锡市,2015,1,,1,,1,
无锡市,2016,1,10010.0,2,,2,
无锡市,2017,3,1880.0,5,,5,
无锡市,2018,2,1255.0,7,,7,
无锡市,2019,8,19620.485,15,,15,
无锡市,2020,11,14603.2943,26,,25,47368.7793
无锡市,2021,10,14732.211,36,,34,52090.9903
无锡市,2022,24,133244.5954,60,,55,183455.5857
无锡市,2023,12,16272.5286,72,,65,198473.1143
无锡市,2024,21,25162.1,93,,78,204014.7293
无锡市,2025,5,10800.0,98,,72,200211.435
日照市,2015,0,0.0,0,0.0,0,0.0
日照市,2016,1,100.0,1,100.0,1,100.0
日照市,2017,0,0.0,1,100.0,1,100.0
日照市,2018,3,36500.0,4,36600.0,4,36600.0
日照市,2019,2,350.1,6,36950.1,6,36950.1
日照市,2020,1,100.0,7,37050.1,7,37050.1
日照市,2021,1,229.7,8,37279.8,7,37179.8
日照市,2022,2,1100.1,10,38379.9,9,38279.9
日照市,2023,3,450.2,13,38830.1,9,2230.1
日照市,2024,1,112.5,14,38942.6,8,1992.5
日照市,2025,0,0.0,14,38942.6,7,1892.5
昆明市,2015,1,100.0,1,100.0,1,100.0
昆明市,2016,6,6730.0,7,6830.0,7,6830.0
昆明市,2017,4,39440.0,11,46270.0,11,46270.0
昆明市,2018,1,2000.0,12,48270.0,12,48270.0
昆明市,2019,1,11601.0,13,59871.0,13,59871.0
昆明市,2020,4,2404.0,17,62275.0,16,62175.0
昆明市,2021,4,16110.4,21,78385.4,14,71555.4
昆明市,2022,6,12873.7638,27,91259.1638,16,44989.1638
昆明市,2023,2,149.0,29,91408.1638,17,43138.1638
昆明市,2024,1,102.0,30,91510.1638,17,31639.1638
昆明市,2025,1,500.0,31,92010.1638,14,29735.1638
昌吉回族自治州,2015,0,0.0,0,0.0,0,0.0
昌吉回族自治州,2016,1,2500.0,1,2500.0,1,2500.0
昌吉回族自治州,2017,1,600.2,2,3100.2,2,3100.2
昌吉回族自治州,2018,3,70.02,5,3170.22,5,3170.22
昌吉回族自治州,2019,1,100.0,6,3270.22,6,3270.22
昌吉回族自治州,2020,0,0.0,6,3270.22,6,3270.22
昌吉回族自治州,2021,1,300.0,7,3570.22,6,1070.22
昌吉回族自治州,2022,1,30.0,8,3600.22,6,500.02
昌吉回族自治州,2023,1,801.0,9,4401.22,4,1231.0
昌吉回族自治州,2024,1,200.5,10,4601.72,4,1331.5
昌吉回族自治州,2025,0,0.0,10,4601.72,4,1331.5
昭通市,2015,0,0.0,0,0.0,0,0.0
昭通市,2016,0,0.0,0,0.0,0,0.0
昭通市,2017,1,1115.567,1,1115.567,1,1115.567
昭通市,2018,1,8000.0,2,9115.567,2,9115.567
昭通市,2019,0,0.0,2,9115.567,2,9115.567
昭通市,2020,1,1001.0,3,10116.567,3,10116.567
昭通市,2021,0,0.0,3,10116.567,3,10116.567
昭通市,2022,0,0.0,3,10116.567,2,9001.0
昭通市,2023,1,10000.0,4,20116.567,2,11001.0
昭通市,2024,0,0.0,4,20116.567,2,11001.0
昭通市,2025,0,0.0,4,20116.567,1,10000.0
晋中市,2015,0,0.0,0,0.0,0,0.0
晋中市,2016,0,0.0,0,0.0,0,0.0
晋中市,2017,1,201.0,1,201.0,1,201.0
晋中市,2018,0,0.0,1,201.0,1,201.0
晋中市,2019,0,0.0,1,201.0,1,201.0
晋中市,2020,0,0.0,1,201.0,1,201.0
晋中市,2021,3,200.0,4,401.0,4,401.0
晋中市,2022,3,4834.0,7,5235.0,6,5034.0
晋中市,2023,2,230.0,9,5465.0,8,5264.0
晋中市,2024,1,2500.0,10,7965.0,9,7764.0
晋中市,2025,0,0.0,10,7965.0,9,7764.0
晋城市,2015,0,0.0,0,0.0,0,0.0
晋城市,2016,1,150.0,1,150.0,1,150.0
晋城市,2017,0,0.0,1,150.0,1,150.0
晋城市,2018,0,0.0,1,150.0,1,150.0
晋城市,2019,2,6000.0,3,6150.0,3,6150.0
晋城市,2020,1,601.0,4,6751.0,4,6751.0
晋城市,2021,2,10354.0,6,17105.0,5,16955.0
晋城市,2022,0,0.0,6,17105.0,5,16955.0
晋城市,2023,0,0.0,6,17105.0,5,16955.0
晋城市,2024,1,31.0,7,17136.0,4,10986.0
晋城市,2025,0,0.0,7,17136.0,3,10385.0
普洱市,2015,0,0.0,0,0.0,0,0.0
普洱市,2016,2,8750.0,2,8750.0,2,8750.0
普洱市,2017,0,0.0,2,8750.0,2,8750.0
普洱市,2018,0,0.0,2,8750.0,2,8750.0
普洱市,2019,0,0.0,2,8750.0,2,8750.0
普洱市,2020,0,0.0,2,8750.0,2,8750.0
普洱市,2021,0,0.0,2,8750.0,0,0.0
普洱市,2022,0,0.0,2,8750.0,0,0.0
普洱市,2023,0,0.0,2,8750.0,0,0.0
普洱市,2024,0,0.0,2,8750.0,0,0.0
普洱市,2025,0,0.0,2,8750.0,0,0.0
景德镇市,2015,0,0.0,0,0.0,0,0.0
景德镇市,2016,0,0.0,0,0.0,0,0.0
景德镇市,2017,0,0.0,0,0.0,0,0.0
景德镇市,2018,0,0.0,0,0.0,0,0.0
景德镇市,2019,0,0.0,0,0.0,0,0.0
景德镇市,2020,0,0.0,0,0.0,0,0.0
景德镇市,2021,0,0.0,0,0.0,0,0.0
景德镇市,2022,0,0.0,0,0.0,0,0.0
景德镇市,2023,2,1500.0,2,1500.0,2,1500.0
景德镇市,2024,0,0.0,2,1500.0,2,1500.0
景德镇市,2025,0,0.0,2,1500.0,2,1500.0
曲靖市,2015,0,0.0,0,0.0,0,0.0
曲靖市,2016,0,0.0,0,0.0,0,0.0
曲靖市,2017,1,10000.0,1,10000.0,1,10000.0
曲靖市,2018,0,0.0,1,10000.0,1,10000.0
曲靖市,2019,0,0.0,1,10000.0,1,10000.0
曲靖市,2020,0,0.0,1,10000.0,1,10000.0
曲靖市,2021,1,1000.0,2,11000.0,2,11000.0
曲靖市,2022,2,1001.0,4,12001.0,3,2001.0
曲靖市,2023,0,0.0,4,12001.0,3,2001.0
曲靖市,2024,0,0.0,4,12001.0,3,2001.0
曲靖市,2025,0,0.0,4,12001.0,3,2001.0
来宾市,2015,0,0.0,0,0.0,0,0.0
来宾市,2016,0,0.0,0,0.0,0,0.0
来宾市,2017,0,0.0,0,0.0,0,0.0
来宾市,2018,0,0.0,0,0.0,0,0.0
来宾市,2019,1,200.0,1,200.0,1,200.0
来宾市,2020,0,0.0,1,200.0,1,200.0
来宾市,2021,1,50.0,2,250.0,2,250.0
来宾市,2022,0,0.0,2,250.0,2,250.0
来宾市,2023,1,100.0,3,350.0,3,350.0
来宾市,2024,0,0.0,3,350.0,2,150.0
来宾市,2025,0,0.0,3,350.0,2,150.0
杭州市,2015,15,71233.9416,15,71233.9416,15,71233.9416
杭州市,2016,33,44556.1385,48,115790.0801,48,115790.0801
杭州市,2017,28,165337.4979,76,281127.578,76,281127.578
杭州市,2018,31,76297.0312,107,357424.6092,107,357424.6092
杭州市,2019,12,20468.548,119,377893.1572,119,377893.1572
杭州市,2020,22,86269.06,141,464162.2172,126,392928.2756
杭州市,2021,31,26914.34,172,491076.5572,124,375286.4771
杭州市,2022,44,51301.664,216,542378.2212,140,261250.6432
杭州市,2023,15,16016.3268,231,558394.548,124,200969.9388
杭州市,2024,22,38095.01,253,596489.558,134,218596.4008
杭州市,2025,9,3731.01,262,600220.568,121,136058.3508
枣庄市,2015,0,0.0,0,0.0,0,0.0
枣庄市,2016,1,500.0,1,500.0,1,500.0
枣庄市,2017,0,0.0,1,500.0,1,500.0
枣庄市,2018,1,200.0,2,700.0,2,700.0
枣庄市,2019,0,0.0,2,700.0,2,700.0
枣庄市,2020,1,227.5,3,927.5,3,927.5
枣庄市,2021,0,0.0,3,927.5,2,427.5
枣庄市,2022,1,200.0,4,1127.5,3,627.5
枣庄市,2023,0,0.0,4,1127.5,2,427.5
枣庄市,2024,1,10000.0,5,11127.5,3,10427.5
枣庄市,2025,1,2000.0,6,13127.5,3,12200.0
柳州市,2015,0,0.0,0,0.0,0,0.0
柳州市,2016,0,0.0,0,0.0,0,0.0
柳州市,2017,2,1331.0,2,1331.0,2,1331.0
柳州市,2018,2,4210.0,4,5541.0,4,5541.0
